library_name,slug,bookclub_rss_url
Markham Public Library,markham,https://gateway.bibliocommons.com/v2/libraries/markham/rss/events?q=book%20club
Muskegon Area District Library,muskegonadl,https://gateway.bibliocommons.com/v2/libraries/muskegonadl/rss/events?q=book%20club
Kenosha Public Library,mykpl,https://gateway.bibliocommons.com/v2/libraries/mykpl/rss/events?q=book%20club
Oakland Public Library,oaklandlibrary,https://gateway.bibliocommons.com/v2/libraries/oaklandlibrary/rss/events?q=book%20club
Ocean City Free Public Library,oceancity,https://gateway.bibliocommons.com/v2/libraries/oceancity/rss/events?q=book%20club
Omaha Public Library,omaha,https://gateway.bibliocommons.com/v2/libraries/omaha/rss/events?q=book%20club
Oshawa Public Libraries,oshlib,https://gateway.bibliocommons.com/v2/libraries/oshlib/rss/events?q=book%20club
Palo Alto City Library,paloalto,https://gateway.bibliocommons.com/v2/libraries/paloalto/rss/events?q=book%20club
Palm Beach County Library System,pbclibrary,https://gateway.bibliocommons.com/v2/libraries/pbclibrary/rss/events?q=book%20club
Pima County Public Library,pima,https://gateway.bibliocommons.com/v2/libraries/pima/rss/events?q=book%20club
Pleasanton Public Library,pleasantonlibrary,https://gateway.bibliocommons.com/v2/libraries/pleasantonlibrary/rss/events?q=book%20club
Public Library of Youngstown and Mahoning County,plymc,https://gateway.bibliocommons.com/v2/libraries/plymc/rss/events?q=book%20club
Ramsey County Library,rclreads,https://gateway.bibliocommons.com/v2/libraries/rclreads/rss/events?q=book%20club
Red Deer Public Library,rdpl,https://gateway.bibliocommons.com/v2/libraries/rdpl/rss/events?q=book%20club
Richmond Hill Public Library,rhpl,https://gateway.bibliocommons.com/v2/libraries/rhpl/rss/events?q=book%20club
Santa Clara County Library,sccl,https://gateway.bibliocommons.com/v2/libraries/sccl/rss/events?q=book%20club
Strathcona County Library,scl,https://gateway.bibliocommons.com/v2/libraries/scl/rss/events?q=book%20club
San Diego County Library,sdcl,https://gateway.bibliocommons.com/v2/libraries/sdcl/rss/events?q=book%20club
SDG Library,sdglibrary,https://gateway.bibliocommons.com/v2/libraries/sdglibrary/rss/events?q=book%20club
San Jos̩ Public Library,sjpl,https://gateway.bibliocommons.com/v2/libraries/sjpl/rss/events?q=book%20club
St. Louis Public Library - City,slpl,https://gateway.bibliocommons.com/v2/libraries/slpl/rss/events?q=book%20club
San Mateo County Libraries,smcl,https://gateway.bibliocommons.com/v2/libraries/smcl/rss/events?q=book%20club
Sno-Isle Libraries,sno-isle,https://gateway.bibliocommons.com/v2/libraries/sno-isle/rss/events?q=book%20club
Saint Paul Public Library,sppl,https://gateway.bibliocommons.com/v2/libraries/sppl/rss/events?q=book%20club
Stark Library,starklibrary,https://gateway.bibliocommons.com/v2/libraries/starklibrary/rss/events?q=book%20club
St. Tammany Parish Library,stpl,https://gateway.bibliocommons.com/v2/libraries/stpl/rss/events?q=book%20club
Tacoma Public Library,tacoma,https://gateway.bibliocommons.com/v2/libraries/tacoma/rss/events?q=book%20club
